#"Step","Time (ps)","Potential Energy (kJ/mole)","Kinetic Energy (kJ/mole)","Total Energy (kJ/mole)","Temperature (K)","Box Volume (nm^3)","Density (g/mL)","Speed (ns/day)"
41500,82.99999999998796,-53422.45160042664,13126.19782978199,-40296.25377064465,286.70093993364196,43.096244945508616,1.2226231982821358,97.9
42000,83.99999999998563,-53476.570717411014,13325.504793869623,-40151.06592354139,291.0541802763707,43.493170256489265,1.2114653523415337,97.9
42500,84.9999999999833,-53247.19874867083,13145.229778485053,-40101.96897018578,287.11663362138734,43.31506423303988,1.216446743464294,97.9
43000,85.99999999998097,-53404.193840042004,13278.55279905544,-40125.641040986564,290.0286600747443,43.42033826992832,1.2134974283634261,97.9
43500,86.99999999997864,-53247.8021273855,13142.301950885028,-40105.50017650047,287.0526843395179,43.427521056830585,1.2132967193839068,97.9
44000,87.99999999997631,-53490.741538053706,13287.556044564139,-40203.18549348957,290.22530795277197,43.45867125715962,1.2124270555222638,97.9
44500,88.99999999997398,-53590.28403128306,13340.384232713828,-40249.89979856923,291.37917530978694,43.47377826145103,1.2120057408479181,97.8
45000,89.99999999997165,-53492.257210339696,13319.344229361195,-40172.9129809785,290.91962191773615,43.67543859964255,1.2064096095799552,97.8
45500,90.99999999996932,-53234.83186518944,13010.780099734517,-40224.05176545492,284.1799988264967,43.865169221736615,1.201191509438387,97.9
46000,91.99999999996699,-53257.2915322954,13033.00292126851,-40224.28861102689,284.6653872005252,43.34788774728821,1.2155256361372377,97.9
46500,92.99999999996466,-53492.634614623414,13136.399252527406,-40356.235362096006,286.92375826441065,43.67205990432511,1.2065029436362773,97.9
47000,93.99999999996233,-53794.744949986925,13402.675701692264,-40392.06924829466,292.7397385846634,43.301193485070904,1.2168364100032103,97.9
47500,94.99999999996,-53365.61880415044,13162.691342948508,-40202.927461201936,287.49802715280475,43.86576020762643,1.2011753262643194,97.8
48000,95.99999999995767,-53554.89580777822,13339.839368775458,-40215.056439002765,291.3672744527915,43.70617573032642,1.2055611809721372,97.8
48500,96.99999999995534,-53375.288235569205,13148.592277699956,-40226.69595786925,287.19007695188867,43.47274496573542,1.2120345487904647,97.9
49000,97.999999999953,-53520.683662893905,13306.240146667553,-40214.443516226354,290.63340401412427,43.32314223090814,1.2162199257937707,97.9
49500,98.99999999995067,-53580.08092676386,13286.31355511,-40293.76737165386,290.19816963755085,43.317688216606555,1.2163730567927287,97.9
50000,99.99999999994834,-53582.308950996136,13243.250139381611,-40339.05881161452,289.2575833439274,43.39718351282106,1.2141448952248586,97.8
50500,100.99999999994601,-53755.51166701497,13233.170358199222,-40522.341308815754,289.0374218945274,42.946524112447065,1.2268855260851472,97.8
51000,101.99999999994368,-53662.25400815562,13198.578519931549,-40463.67548822407,288.28187084509307,43.37463935636067,1.2147759522869968,97.8
51500,102.99999999994135,-54094.32894873537,13732.331749594763,-40361.997199140606,299.9400489878799,43.07914786552073,1.2231084280894042,97.8
52000,103.99999999993902,-53561.57870644523,13316.642037757158,-40244.936668688075,290.86060095196945,43.25271304173794,1.2182003190963513,97.8
52500,104.99999999993669,-53684.09574396186,13503.754361022278,-40180.34138293958,294.94748731837495,43.16603490682093,1.220646486131209,97.8
53000,105.99999999993436,-53584.801975579634,13587.854193898514,-39996.94778168112,296.7843864301019,43.409672015997785,1.213795598589412,97.8
53500,106.99999999993203,-53358.03241186307,13371.813363940966,-39986.2190479221,292.0656468669712,43.45813299735845,1.2124420722912972,97.8
54000,107.9999999999297,-53305.5869042827,13322.200659301927,-39983.38624498078,290.98201173994374,43.3628665206458,1.215105758844177,97.7
54500,108.99999999992737,-53658.31736854018,13498.982543544384,-40159.33482499579,294.8432618165316,43.38701075597207,1.2144295703057952,97.7
55000,109.99999999992504,-53499.84634594756,13528.073225347427,-39971.77312060013,295.4786572238231,43.992901414677505,1.1977038825552155,97.7
55500,110.99999999992271,-53346.97745911597,13300.421177976841,-40046.55628113913,290.5063067530052,43.70457390725814,1.2056053661806236,97.7
56000,111.99999999992038,-53575.876586017395,13458.677784432231,-40117.19880158517,293.9629297911346,43.22203269691993,1.2190650356197357,97.7
