#"Step"	"Acceleration (nm/ps^2)"	"VelocityAmplitude (nm/ps)"	"1/Viscosity (1/Pa.s)"
23700	0.02	-0.00825652323229249	-1087.5009726337319
23750	0.02	-0.008899182198762127	-1172.1482547214327
23800	0.02	-0.01448952778528863	-1908.475894293548
23850	0.02	-0.013159732928017991	-1733.3230896567209
23900	0.02	-0.021990059361614453	-2896.4020655204095
23950	0.02	-0.026565684702912293	-3499.07668643192
24000	0.02	-0.02267806346770293	-2987.021944311628
24050	0.02	-0.02322257803438591	-3058.7422198102718
24100	0.02	-0.01945327371482015	-2562.271490139457
24150	0.02	-0.020377018973478395	-2683.941815407555
24200	0.02	-0.01980284508032587	-2608.3149868143664
24250	0.02	-0.015050424656616568	-1982.3539511892936
24300	0.02	-0.013556961653188603	-1785.6437351424058
24350	0.02	-0.010881645652101198	-1433.2667513405547
24400	0.02	-0.008632571848750565	-1137.0318980184322
24450	0.02	-0.008448588591909759	-1112.7986989910078
24500	0.02	-0.006539140649635154	-861.2973786416013
24550	0.02	-0.003640318082622977	-479.48141659251917
24600	0.02	0.004695784412737737	618.5012713532567
24650	0.02	0.005960089790951202	785.0281846592877
24700	0.02	0.0012062011562223307	158.87376486185943
24750	0.02	0.0021550387618974993	283.84910738950373
24800	0.02	0.00048445188242820337	63.809169854250094
24850	0.02	0.0054163698021890555	713.4125663192835
24900	0.02	0.004572773473939358	602.2989896150291
24950	0.02	0.006515691944214208	858.2088522443711
25000	0.02	0.0076887773560339965	1012.7208048477245
25050	0.02	0.010465456938723645	1378.4488070480875
25100	0.02	0.013658433814531957	1799.0090550296609
25150	0.02	0.013138450505793393	1730.519893418051
25200	0.02	0.012743448113701079	1678.4924875103256
25250	0.02	0.011799320590555723	1554.1375295184291
25300	0.02	0.014556309061426735	1917.2719335840168
25350	0.02	0.008662401339784603	1140.9608641946322
25400	0.02	0.010683568375193476	1407.1771703833676
25450	0.02	0.013238121763216634	1743.6480087690088
25500	0.02	0.016669357951441015	2195.5903805212893
25550	0.02	0.017533429527155375	2309.400837123568
25600	0.02	0.01497022819886264	1971.7909426013605
25650	0.02	0.01786989504845078	2353.7181086156834
25700	0.02	0.017952236003753615	2364.5635778840556
25750	0.02	0.015484227018089403	2039.4918622397215
25800	0.02	0.009549019162111018	1257.7409805955958
25850	0.02	0.005730534455411941	754.792497839462
25900	0.02	0.008270880285134292	1089.391999702916
25950	0.02	0.006557486509481662	863.7137880509332
26000	0.02	0.007631318630153216	1005.1526773776469
26050	0.02	0.004249612911924485	559.7341695787318
26100	0.02	0.0043764268043319215	576.4373541343289
26150	0.02	0.005498264178159225	724.1992147686533
26200	0.02	0.0014452096799363286	190.35457036485028
26250	0.02	-0.0006032459483623701	-79.45602975058587
26300	0.02	0.0011019444763066696	145.14168446651794
26350	0.02	0.0008559730182125367	112.74376195219651
26400	0.02	-0.0006798864696880157	-89.55067118014242
26450	0.02	-0.000474429077456884	-62.48902457661105
26500	0.02	-0.004828886864422268	-636.0327481739998
26550	0.02	-0.0013540736923913295	-178.35067086518117
26600	0.02	-0.004023128769651565	-529.9030023817942
26650	0.02	-0.004130353317119763	-544.025992941042
26700	0.02	-0.000705987594731164	-92.98855878399974
